priority,id,title,body,true_label,model_pred,model_proba,heuristic_bucket,relation_type,contradiction_subtype,notes
LOW (contrast: correctly-caught negative),tr05491,Sinergi Forkopimda Kota Blitar untuk Donor Plasma Konvalesen,Forkopimda Kota Kediri bersinergi mensukseskan Gerakan Donor Plasma Konvalesen Gedor Pasen Ini sebagai langkah bersama menekan penyebaran COVID 19 Hal ini disampaikan dalam rapat koordinasi dengan Forkopimda di Ruang Kerja Kepala Kejaksaan Negeri Kota Kediri Rabu 20 1 2021 Gedor Pasen merupakan salah satu upaya untuk membantu penyembuhan pasien COVID 19 sekaligus menekan angka kematian akibat COVID 19 khususnya di Kota Kediri Program ini selaras dengan program yang dicanangkan secara daring oleh Wakil Presiden RI Ma ruf Amin bersama Palang Merah Indonesia dan rumah sakit seluruh Indonesia Yaitu Gerakan Nasional Pendonor Plasma Konvalesen Pada tahap awal Forkopimda akan melakukan pendataan jajaran di bawahnya yang pernah terkonfirmasi positif COVID 19 Bersama Pak Kajari Pak Ketua Dewan Pak Kapolres Pak Dandim Ibu Ketua PN Pak Sekda sedang berupaya untuk mencarikan pendonor plasma konvalesen Mungkin anggotanya Pak Kapolres ada yang pernah kena Dari TNI atau anggotanya Pak Sekda ada yang jadi penyintas datanya kita serahkan ke PMI untuk dicek Hasilnya nanti kalau ada yang cocok akan jadi pendonor ucap Abdulllah Abu Bakar Wali Kota Kediri Kamis 21 1 2021 Menurut Palang Merah Indonesia PMI Pusat terapi plasma konvalesen untuk pasien COVID 19 memiliki tingkat kesembuhan yang tinggi Sehingga Wali Kota Kediri berharap hasil rapat ini bisa segera dieksekusi,0,0,0.025,,,,
LOW (contrast: correctly-caught negative),tr09299,Bupati Cirebon Larang Anak Buahnya Lakukan Kunjungan Kerja ke Luar Daerah,Bupati Kuningan Acep Purnama melarang adanya kegiatan yang dilakukan oleh dinas hingga pejabat daerah seperti rapat pertemuan hingga kunjungan kerja Larangan itu rencananya akan diberlakukan pada Senin 7 12 2020 pekan depan untuk menghindari adanya penyebaran COVID 19 akibat kegiatan kegiatan tersebut Minggu depan mulai Senin aktivitas dikalangan pemerintahan akan dikurangi bahkan dilarang Misalnya kegiatan rapat rapat harus melalui virtual kunjungan keluar kota maupun menerima kunjungan kita jangan dulu tegas Acep kepada detikcom Jumat 4 12 2020 Dilarangnya dinas hingga pejabat daerah menggelar kegiatan tersebut tidak terlepas dari meningkatkan kasus positif COVID 19 di Kabupaten Kuningan akhir akhir ini Data dari Satgas Penanganan COVID 19 Kabupaten Kuningan hingga Kamis 3 12 2020 kemarin kasus positif COVID 19 secara total mencapai 1 331 kasus Saat diwawancarai Acep juga bicara mengenai vaksin COVID 19 Menurut politisi PDI Perjuangan ini nantinya vaksin akan diberikan terlebih dahulu kepada aparatur pemerintah dan TNI Polri Akan diterapkan pada aparatur TNI Polri dan pemerintah Berapapun yang didapat Kabupaten Kuningan nanti akan diterapkan di sana pungkasnya,0,0,0.109,,,,
LOW (contrast: correctly-caught negative),tr12740,Baru Ditunjuk Trump Jadi Wakil Menhan Pejabat Kremlin Positif Corona,Seorang pejabat tinggi Pentagon dinyatakan positif virus Corona COVID 19 beberapa hari setelah bertemu Menteri Pertahanan Menhan Lithuania Raimundas Karoblis Pejabat ini diketahui baru saja ditunjuk menjadi Wakil Menteri Pertahanan Menhan Amerika Serikat AS oleh Presiden Donald Trump pekan lalu Seperti dilansir Associated Press Jumat 20 11 2020 pejabat yang dimaksud bernama Anthony Tata yang kini menjabat Wakil Menhan AS untuk Urusan Kebijakan Juru bicara Pentagon atau Departemen Pertahanan AS Jonathan Hoffman menuturkan bahwa Tata dinyatakan positif Corona pada Kamis 19 11 waktu setempat setelah mengetahui bahwa Karoblis terinfeksi Corona Selain Tata beberapa pejabat pertahanan senior AS lainnya termasuk Pelaksana Tugas Plt Menhan AS Christopher Miller dan Sekretaris Angkatan Darat Angkatan Laut dan Angkatan Udara juga bertemu dengan Karoblis pada Jumat 13 11 lalu atau Senin 16 11 waktu setempat Hoffman menegaskan bahwa Pentagon telah melakukan pelacakan kontak dan menggelar rapid test terhadap orang orang yang melakukan kontak dengan delegasi Lithuania tersebut Miller dan beberapa staf seniornya serta rombongan pers sempat bepergian ke Fort Bragg North Carolina pada Rabu 18 11 waktu setempat untuk bertemu tentara AS di sana Mereka juga sempat terbang ke kapal induk USS Gerald R Ford yang berlabuh di pantai Virginia Video dari kunjungan tersebut menunjukkan Miller berjabat tangan dan memeluk para tentara di Fort Bragg dan di kapal induk tersebut Tonton video WHO Tidak Rekomendasikan Remdesivir Jadi Obat Corona Gambas Video 20detik,0,0,0.425,,,,
LOW (contrast: correctly-caught negative),tr12803,Catatkan 18 Juta Kasus Corona India Masih Peringkat Pertama,Universitas Johns Hopkins mencatat total kasus infeksi Corona COVID 19 di Amerika Serikat yang telah melampaui 18 juta kasus Angka ini terlampaui ketika AS mulai menjalankan program vaksinnya Dilansir AFP Selasa 22 12 2020 AS memiliki jumlah kasus infeksi tertinggi di dunia serta kematian paling banyak terkait dengan virus Corona menurut penghitungan JHU AS telah memiliki total 18 006 061 kasus Corona hingga Senin 21 12 malam waktu setempat Selain itu tercatat ada lebih dari 319 000 kematian AS mulai memberikan vaksin Corona seminggu yang lalu dan telah menyetujui program vaksin yang dikembangkan oleh Pfizer BioNTech dan Moderna Negara negara bagian dan kota kota telah memberlakukan berbagai tingkat pembatasan dalam upaya untuk memperlambat penyebaran virus tetapi Presiden Donald Trump berulang kali meremehkan keseriusannya dan mendesak pembukaan kembali Perilaku Trump tetap begitu meski telah dirawat di rumah sakit karena virus Corona,0,0,0.103,,,,
LOW (contrast: correctly-caught negative),tr11146,Satgas COVID 19 Kediri Sebut Mutasi Virus Corona Saat Ini Lebih Ganas,Tambahan kasus terkonfirmasi positif di Kabupaten Blitar semakin banyak Satgas COVID 19 Kabupaten Blitar menyebut mutasi virus semakin ganas Jubir Satgas COVID 19 Kabupaten Blitar Krisna Yekti mengatakan kasus baru yang muncul didominasi dari klaster keluarga dan pondok pesantren Krisna menyebut ada perubahan pola paparan yang terjadi dengan kontak erat pasien positif sebelumnya Kalau dulu kontak erat pasien positif hasil tracing kita testing hanya ada satu atau dua yang hasil swabnya terkonfirmasi positif COVID 19 Tapi sekarang hampir 90 persen kontak erat hasil tracing testingnya juga ikutan positif jelas Krisna kepada detikcom Kamis 19 11 2020 Fakta ini terungkap setelah tim satgas melakukan rapat evaluasi Ada dua kasus yang menjadi perhatian yakni klaster keluarga di Tuliskriyo dan klaster Ponpes di Wonodadi Di klaster keluarga Tuliskriyo pasien pertama terpapar virus Corona sepulang menghadiri hajatan tetangga desa Karena ada komorbid diabetes pasien kemudian meninggal dengan status terkonfirmasi positif Walaupun pemakaman sudah menggunakan prokes namun 11 anggota keluarganya ikut terpapar Corona Yang klaster ponpes juga sama Dari sekitar 60 spesimen kontak erat yang kami ambil tes swabnya total ada 58 yang positif Tapi berangsur angsur banyak yang sembuh ungkapnya Dugaan virus makin ganas lanjut Krisna juga ditemukannya pasien yang sebelumnya positif tanpa gejala Dan kemarin ada keluhan klinis dan hasil swabnya ternyata positif Ini ada kasus reinfeksi Mutasi virus ini jauh lebih cepat dari yang awal Yang disebut dari Wuhan Yang di Indonesia sekarang ini lebih ganas paparannya imbuhnya Fakta ini perlu diketahui masyarakat luas Bahwa paparan virus Corona masih ada dan makin ganas Untuk itu Krisna mengimbau masyarakat tetap disiplin menerapkan 3M Yakni memakai masker mencuci tangan dan menjaga jarak Masyarakat makin bebas bepergian asal tetap disiplin terapkan 3M Karena Corona belum berakhir dan tingkat paparannya masih tinggi di Kabupaten Blitar pungkasnya,0,0,0.038,,,,
LOW (contrast: correctly-caught negative),tr05394,Jepang Sebut China Harus Tanggung Jawab soal Pandemi Virus Corona,Menteri Luar Negeri Amerika Serikat Mike Pompeo pada Rabu 15 7 kemarin mengatakan bahwa dia meyakini China harus bertanggung jawab penuh atas pandemi virus corona Covid 19 Saya pikir dunia akan benar benar membuat mereka China membayar harga atas pandemi ini kata Pompeo dalam acara virtual dengan The Hill Setiap tempat yang saya tuju setiap menteri luar negeri yang saya ajak bicara mereka mengakui apa yang telah dilakukan China terhadap dunia Saya sangat yakin bahwa dunia akan memandang China secara berbeda tambah Pompeo Dilansir CNBC Kamis 16 7 selama berbulan bulan pemerintahan Trump telah mengisyaratkan bahwa AS akan mengambil langkah untuk menghukum China karena gagal mencegah virus corona yang pertama kali ditemukan di kota Wuhan China lalu menyebar ke seluruh dunia Pada Selasa lalu Presiden AS Donald Trump menandatangani undang undang untuk menjatuhkan sanksi terhadap China sebagai tanggapan atas pengesahan Undang Undang Keamanan Nasional Hong Kong Dua sumber mengatakan kepada CNBC bahwa Trump untuk sementara waktu berencana menunda sanksi tersebut karena khawatir dengan hubungannya dengan China memburuk Dikonfirmasi CNBC seorang pejabat senior pemerintahan Trump mengatakan Pompeo juga menuduh China telah bekerja sama dengan Organisasi Kesehatan Dunia WHO untuk menutupi krisis virus corona yang masih terus berkembang Awal bulan ini pemerintahan Trump mengajukan pemberitahuan untuk menarik diri dari WHO paling lambat 6 Juli 2021 Ketika Anda memiliki sebuah insiden di negara Anda yang berpotensi menjadi pandemi Anda memiliki kewajiban untuk melaporkannya dan membiarkan orang lain masuk dan membantu Anda bersikap transparan tentang hal itu Partai Komunis China memilih cara berbeda mereka bekerja sama co opted dengan WHO untuk menutupi pandemi terang Pompeo Hasilnya hari ini kita menyaksikan ratusan ribu orang telah meninggal dan merugi triliunan dolar terhadap kerusakan global sebagai akibat langsung dari keputusan Partai Komunis China tambahnya Menurut data Sekolah Kedokteran Universitas Johns Hopkins lebih dari setengah juta orang di seluruh dunia meninggal karena virus corona AS melaporkan lebih banyak kematian dan infeksi akibat Covid 19 dibandingkan negara lain Total kasus di AS hingga kini telah mencapai 3 617 040 orang 140 150 orang meninggal dunia dan sebanyak 1 645 966 dinyatakan sembuh,0,0,0.319,,,,
LOW (contrast: correctly-caught negative),tr02474,Libur Natal Penumpang Mulai Berdatangan di Terminal Pulo Gadung,Terminal Kampung Rambutan Jakarta Timur mulai didatangi para penumpang saat libur Natal dan tahun baru 2021 Para penumpang itu akan pulang ke kampung halaman masing masing Pantauan detikcom para penumpang bus mulai berdatang di Terminal Kampung Rambutan Jakarta Timur Kamis 24 12 2020 sekitar pukul 09 10 WIB Mereka terlihat membawa sejumlah barang bawaan mulai kardus hingga koper Meski demikian belum terlihat penumpukan maupun antrean mengular para calon penumpang bus Hanya ada beberapa pemudik yang sedang menunggu bus datang Mereka tertib menunggu dengan menempati kursi kursi yang ada di terminal Ada pula calon penumpang yang sedang membeli tiket Sejauh ini loket yang paling banyak dikunjungi adalah loket bus tujuan Sumatera Mayoritas penumpang telah mematuhi protokol kesehatan dengan memakai masker dan menjaga jarak Selain itu kursi kursi di terminal dilengkapi rambu social distancing Sebelum masuk ke area terminal para pemudik dicek suhu tubuhnya oleh petugas Aparat gabungan dari unsur Polri dan Dinas Perhubungan bersiaga di lokasi Salah satu penumpang bernama Rosidi 58 hendak bertolak ke Jember Jawa Timur bersama istrinya Ia pun sudah berada di terminal sejak pagi meskipun busnya baru tiba pukul 12 00 WIB Sudah ada tinggal naik saja nanti jam 12 Memang pulang kampung insyaallah balik lagi sekitar 2 mingguan kata Rosidi saat ditemui di Terminal Kampung Rambutan Jakarta Timur Ia mengaku belum melakukan rapid swab antigen Sebagaimana diketahui ini adalah salah satu syarat untuk bepergian ke luar kota Nggak ada swab antigen tegasnya Penumpang lainnya Nurmiyati 42 tiba dari Nusa Tenggara Barat NTB Kini ia ingin melanjutkan perjalanan menuju Bogor Jawa Barat Ia mengaku tak takut melakukan perjalanan antarkota di tengah pandemi virus COVID 19 ini Nggak saya tawakal saja Saya nggak mau takut kita hidup tuh sama Allah Kalau takut takut itu bagaimana bisa nggak bisa ketemu saudara nggak bisa mudik ujarnya Terkait rapid swab antigen Nurmiyati menuturkan ia hanya menjalani tes COVID 19 sebelum melakukan perjalanan dari NTB menuju Jakarta,0,0,0.416,,,,
LOW (contrast: correctly-caught negative),tr07204,Emil Dardak Larang Perayaan Tahun Baru dan Tutup Bioskop hingga Wisata Air,Menjelang perayaan Nataru Gubernur Jatim Khofifah Indar Parawansa mengeluarkan Surat Edaran SE tentang pelaksanaan kegiatan perayaan libur Hari Raya Natal dan Tahun Baru 2021 SE nomor 800 23604 118 5 2020 ini mengatur tentang protokol kesehatan khususnya di tempat wisata saat libur Nataru kali ini Beberapa poin di antaranya yakni soal kapasitas akomodasi hotel sesuai zona COVID 19 di Jatim saat ini Untuk akomodasi hotel di zona merah maksimal kapasitas 25 persen Zona oranye maksimal 50 persen dan zona kuning 75 persen Selain itu di SE tersebut juga tertulis larangan kegiatan hiburan yang menimbulkan kerumunan massa Dalam SE itu juga tercantum wisata kolam renang dilarang buka Dalam SE itu Khofifah juga masih melarang bioskop buka di daerah yang masih berstatus zona merah juga zona oranye SE itu sendiri ditujukan kepada 38 bupati wali kota di Jatim Ketua Asosiasi Pelaku Usaha Wisata Jatim serta Ketua Pelaku Usaha Seni Budaya Jatim SE itu mulai berlaku pada 22 Desember 2020 hingga 8 Januari 2021 Khofifah sendiri saat dikonfirmasi menyatakan SE tersebut dikeluarkan karena penyebaran COVID 19 di Jatim mengalami kenaikan Untuk perayaan Nataru kali ini dilarang ada pesta Tidak diperkenankan perayaan pesta akhir tahun Setiap akomodasi hotel atau tempat wisata yang punya wisata air dilarang buka Mereka yang datang ke tempat wisata akomodasi wajib menunjukkan surat rapid test negatif ujar Khofifah Pemprov sudah memutuskan apakah terkait akomodasi wisata perayaan Nataru Bioskop juga dilarang Wisata air dilarang dibuka Hal hal yang terkait dengan kerumunan yang berpotensi penyebaran COVID 19 kita menyerukan untuk ditiadakan sementara tegasnya Bagaimana isi surat edaran Gubernur Jatim ini penjelasannya,0,0,0.357,,,,
LOW (contrast: correctly-caught negative),tr07040,Gegara Varian Baru Corona Arab Saudi Setop Semua Penerbangan Internasional,Sudah setahun pandemi corona melanda dunia Tercatat sudah 87 2 juta orang di dunia terpapar corona Dari jumlah itu 1 88 juta di antaranya meninggal dunia dan 62 8 juta pasien sembuh Dalam perkembangannya pandemi corona di sejumlah negara tak kunjung melambat Bahkan sudah ditemukan varian baru corona yang muncul di Inggris dan Afrika Selatan Sejumlah negara seperti Belanda langsung tancap gas dengan melakukan vaksinasi massal terhadap warganya Harapannya kasus corona bisa terkendali Sementara itu terdapat beberapa negara seperti Singapura dan Arab Saudi yang menerapkan syarat sudah divaksin corona bagi pendatang yang masuk ke negaranya Berikut kumparan rangkum sejumlah kabar seputar corona di dunia yang terjadi baru baru ini 8 Perawat di Jerman Terima 5 Kali Dosis Vaksin PfizerJerman sudah memulai vaksinasi COVID 19 sejak Minggu 27 Desember 2020 Jerman menggunakan vaksin Pfizer dalam vaksinasi tahap pertama Namun terjadi kesalahan dalam penyuntikan vaksin tahap pertama itu Sebanyak delapan orang perawat di Kota Stralsund Jerman secara tidak sengaja disuntikkan vaksin Pfizer dengan dosis lima kali lebih tinggi dari seharusnya Delapan orang itu terdiri dari tujuh perempuan dan satu laki laki Mereka bekerja di rumah pensiun di kota yang terletak di utara ibu kota Berlin Karena merawat orang tua mereka mendapat prioritas untuk divaksinasi Setelah kesalahan penyuntikan itu beruntung tidak ada dari mereka yang mengalami efek samping serius Tetapi empat orang sempat dibawa ke rumah sakit karena mengalami gejala flu ringan Sementara sisanya diizinkan pulang Australia Mulai Vaksinasi Massal 2 Pekan LagiVaksinasi massal di Australia akan dilakukan pada dua pekan mendatang Program itu rencananya berlangsung hingga awal Maret 2021 Kami akan terus mengikuti anjuran keselamatan medis dan akan memperbarui rencana kami saat bukti baru atau anjuran baru sudah ada ucap Menkes Australia Greg Hunt seperti dikutip dari Reuters Prioritas kami nomor satu adalah keselamatan sambung dia Pemerintah Australia menargetkan vaksinasi bagi 25 juta warga selesai pada akhir 2021 Seorang pejabat senior Australia mengatakan untuk vaksinasi tahap awal mereka akan menggunakan vaksin Pfizer Sedangkan mulai akhir Maret vaksinasi juga dilakukan menggunakan vaksin buatan AstraZeneca Israel Diminta Berikan Vaksin Corona ke Warga PalestinaAmnesti Internasional meminta Israel memberikan vaksin corona kepada warga Palestina di Tepi Barat dan Gaza Dilansir oleh Times of Israel Otoritas Palestina di Tepi Barat menyediakan layanan kesehatan bagi warga Palestina di bawah Kesepakatan Oslo Akan tetapi belum ada permintaan secara terbuka kepada Israel untuk pengadaan vaksin corona Sedangkan kelompok Hamas yang berkuasa di Gaza tidak mungkin meminta vaksin kepada Israel secara terbuka Meski demikian Amnesti Internasional menekankan Israel perlu memenuhi kewajiban internasionalnya untuk memberikan vaksin corona secara adil kepada warga Palestina di Tepi Barat dan Jalur Gaza Sampai saat ini Israel belum merespons permintaan memberikan vaksin ke Palestina Belanda Mulai Vaksinasi Corona Suster 39 Tahun Jadi Penerima PertamaBelanda memulai vaksinasi massal virus corona tahap satu pada Rabu 6 1 2021 Negeri Kincir Angin menggunakan vaksin Pfizer Sanna Elkadiri 39 menjadi warga Belanda pertama yang disuntik vaksin Pfizer Elkadiri adalah seorang suster yang bertugas merawat lansia penderita dimensia Pemberian vaksin terhadap Elkadiri disiarkan langsung oleh televisi Belanda Elkadiri mengaku tidak ragu saat ditawari menjadi orang pertama disuntik vaksin Sementara itu Menkes Belanda Hugo de Jonge percaya vaksinasi awal akan membantu negaranya menghadapi pandemi virus corona Singapura Akan Izinkan Masuk Wisatawan yang Sudah Divaksin COVID 19Singapura berencana melonggarkan pembatasan perjalanan bagi wisatawan yang telah divaksinasi COVID 19 Kebijakan ini berlaku bagi wisatawan yang berencana mengunjungi negara itu untuk Forum Ekonomi Dunia WEF yang rencananya diselenggarakan Mei 2021 Jika ada bukti yang jelas bahwa risiko penularan dapat diturunkan secara signifikan dengan vaksin kami pasti akan mempertimbangkan beberapa pelonggaran untuk aturan SHN pemberitahuan tinggal di rumah bagi pelancong yang divaksinasi kata Wakil Kepala Satuan Tugas Corona Singapura Lawrence Wong Wong mengatakan pembatasan juga dapat ditinjau bagi pelancong yang divaksinasi untuk hadir pada WEF yang biasanya menarik kehadiran ribuan politisi pebisnis dan bahkan selebritas dari seluruh dunia Pertemuan tahunan itu telah dipindahkan dari tempat asalnya di Davos Swiss karena kekhawatiran virus di Eropa Menteri Haji Arab Saudi Sarankan Jemaah Umrah Divaksin CoronaArab Saudi memulai program vaksinasi corona secara nasional sejak Desember 2020 Namun vaksinasi gratis bagi yang tinggal di Saudi itu tidak bersifat wajib Meski demikian Menteri Haji dan Umrah Arab Saudi Muhammad Saleh Benten menyarankan bagi siapa saja yang bermaksud beribadah umrah sebaiknya mendapat suntikan vaksin corona Benten menyatakan saat ini semua tindakan pencegahan sedang dilakukan untuk membendung penyebaran virus corona Tindakan itu berkoordinasi dengan Kementerian Kesehatan Benten juga menekankan bahwa umrah aman,0,0,0.445,,,,
LOW (contrast: correctly-caught negative),tr04448,Pandemi Covid 19 di Beijing Meluas ke Dua Kota,China melaporkan pandemi virus corona di ibu kota Xianjiang Urumqi kini telah menyebar hingga ke kota tetangga Kashgar Satu dari 17 kasus yang dikonfirmasi diketahui berasal dari sana Sementara sekitar 16 kasus berasal dari Urumqi Sejak awal Juni sedikitnya 47 orang di Xianjiang telah terinfeksi virus corona Untuk menghalau penyebaran virus corona pemerintah daerah Urumqi telah memberlakukan larangan bepergian dan melarang warga melakukan pertemuan sosial Komisi Kesehatan Nasional China pada Senin 20 7 melaporkan lima diantaranya merupakan kasus impor Seluruh kota telah memasuki masa perang dan akan menangguhkan semua jenis kegiatan kelompok kata seorang pejabat pada pertemuan itu menurut laporan media pemerintah Munculnya kasus kasus baru itu menggambarkan kesulitan yang dihadapi pemerintah China dalam memberantas penularan corona yang mulai muncul di pusat kota Wuhan akhir tahun lalu menyusul di Beijing pada Juni lalu Xinjiang merupakan wilayah pegunungan dan gurun yang luas dengan penduduk yang sedikit dan memiliki dampak tidak signifikan saat pandemi corona menimpa Wuhan Xinjiang adalah salah satu daerah pertama yang mengizinkan siswa kembali ke sekolah pada akhir Maret setelah pihak berwenang menyatakan gelombang wabah Covid 19 berakhir Etnis Uighur dan Muslim Turki lainnya merupakan setengah dari populasi wilayah terpencil dan terkurung daratan tersebut Banyak dari mereka mengeluhkan penindasan politik dan agama selama puluhan tahun oleh Partai Komunis China yang berkuasa yang kemudian dibantah pemerintah Pemerintah China mengatakan sejauh ini telah menangkan 5 370 pelaku kejahatan terkait pandemi Covid 19 sejak Januari hingga Juni Lebih dari 40 persen kejahatan merupakan penipuan 15 persen berupa produksi dan penjualan barang palsu mengganggu stabilitas umum dan menjual spesies yang terancam punah,0,0,0.278,,,,
LOW (contrast: correctly-caught negative),tr04909,Hanya Bali yang Laporkan Nihil Kasus Corona Baru per 8 Desember,Pemerintah melaporkan hanya ada satu provinsi yang nihil penambahan kasus baru Corona Provinsi itu ialah Maluku Berdasarkan data dari Satgas Penanganan COVID 19 Selasa 8 12 2020 kasus COVID 19 bertambah 5 292 pada hari ini Dengan demikian total jumlah kasus di RI hari ini tercatat 586 842 orang Data ini dihimpun secara berkala setiap hari per pukul 12 00 WIB Sementara itu ada lima provinsi yang penambahan kasusnya di bawah 10 Kelima provinsi itu adalah Nusa Tenggara Barat Gorontalo Sulawesi Barat Maluku Utara dan Papua Barat Selain itu dilaporkan ada penambahan pasien sembuh Corona sebanyak 4 295 Dengan demikian hingga hari ini ada 483 497 pasien Corona yang sembuh Sementara itu dilaporkan hingga hari ini pasien meninggal akibat COVID 19 bertambah 133 sehingga total menjadi 18 ribu orang Hari ini ada 52 819 spesimen yang diperiksa Pemerintah juga memantau 70 450 kasus suspek Corona Berikut ini sebaran 5 292 kasus baru di Indonesia per 8 Desember 1 Aceh 18 kumulatif 8 444 2 Sumut 87 kumulatif 16 261 3 Sumbar 88 kumulatif 21 175 4 Riau 171 kumulatif 21 473 5 Jambi 77 kumulatif 2 432 6 Sumsel 68 kumulatif 9 987 7 Bengkulu 65 kumulatif 2 174 8 Lampung 64 kumulatif 4 346 9 Babel 40 kumulatif 1 283 10 Kepri 50 kumulatif 5 949 11 Jakarta 1194 kumulatif 146 621 12 Jabar 731 kumulatif 61 175 13 Jateng 768 kumulatif 61 877 14 DIY 168 kumulatif 7 223 15 Jatim 542 kumulatif 66 099 16 Banten 98 kumulatif 14 105 17 Bali 86 kumulatif 14 931 18 NTB 9 kumulatif 4 839 19 NTT 21 kumulatif 1 448 20 Kalbar 25 kumulatif 2 606 21 Kalteng 194 kumulatif 7 024 22 Kalsel 62 kumulatif 13 695 23 Kaltim 256 kumulatif 21 364 24 Kaltara 36 kumulatif 1 917 25 Sulut 47 kumulatif 7 474 26 Sulteng 41 kumulatif 2 238 27 Sulsel 112 kumulatif 22 026 28 Sultra 21 kumulatif 6 981 29 Gorontalo 3 kumulatif 3 266 30 Sulbar 9 kumulatif 1 526 31 Maluku 0 kumulatif 4 719 32 Maluku Utara 9 kumulatif 2 487 33 Papua 123 kumulatif 12 243 34 Papua Barat 9 kumulatif 5 434,0,0,0.372,,,,
LOW (contrast: correctly-caught negative),tr07280,Cerita Gamblang di Balik Keputusan Sandiaga Gabung Prabowo,Sandiaga S Uno akhirnya mengungkapkan cerita sesungguhnya di balik kesediaannya bergabung ke dalam pemerintahan Presiden Joko Widodo KH Maruf Amin Sejak gagal dalam Pemilihan Presiden Wakil Presiden 2019 lelaki kelahiran Pekanbaru 28 Juni 1969 itu mengaku kerap ditawari menjadi Menteri Tapi dia selalu menolak dan bersikap berada di luar pemerintahan adalah yang terbaik Setelah Pilpres 2019 saya menjalin hubungan baik dengan pemerintah Presiden Jokowi dan para Menteri Saya terus berkontribusi kepada bangsa dan negara melalui gerakan ekonomi rakyat kata dia kepada tim Blak blakan detikcom Jumat 25 12 2020 Namun kondisi pandemi COVID 19 yang berdampak luas terhadap kehidupan sosial ekonomi masyarakat membuatnya banyak merenung dan berintrospeksi Apalagi ketika dia juga kemudian terkena COVID pada 7 Desember lalu Selama menjalani isolasi mandiri dia terus berkontemplasi bertadabur bertafakur melakukan refleksi diri tentang banyak hal Seiring dengan itu dia biasa melakukan salat sunnah termasuk istikharah agar diberikan yang terbaik dalam meniti kehidupan Dari enam kali istikharah yang dilakukannya dia kemudian merasa mengalami pengalaman spiritual yang luar biasa Setelah istikharah keenam kalinya saya mendapat petunjuk yang sama Dari pertama hingga keenam itu sama harus bersatu padu menyingkirkan kepentingan kelompok berani ambil ujian tutur Sandiaga Ketika pada Selasa pagi 22 12 Menteri Sekretaris Negara Pratikno mengabarkan via WhatsApp agar hadir ke Istana pada pukul 15 30 dengan mengenakan kemeja putih Sandiaga tak lagi menampik Toh begitu dia secara resmi tidak tahu kursi Menteri yang akan diberikan kepadanya oleh Presiden Jokowi Saya baru tahu ya pas diumumkan Pak Presiden Saya diberi tahu seputar tugas dan amanat yang lain setelah Bapak Presiden mengumumkannya kata Sandiaga S Uno Benarkah dia masuk kabinet tidak mewakili Partai Gerindra dan tanpa restu Prabowo Simak penjelasan gamblang lulusan Wichita State University Amerika Serikat dengan predikat summa cum laude itu dalam program Blak blakan di detikcom Senin 28 12,0,0,0.322,,,,
LOW (contrast: correctly-caught negative),tr11914,Istri Wali Kota Bogor dan 3 PNS Positif Terinfeksi Corona,Istri Wali Kota Elly Farida dan dua Aparatur Sipil Negara ASN di Pemerintah Kota Depok dinyatakan positif terinfeksi virus corona Covid 19 Hal itu diungkapkan Juru Bicara Gugus Tugas Percepatan Penanganan GGTP Covid 19 Kota Depok Dadang Wihana Dalam kesempatan ini juga kami sampaikan informasi bahwa Ketua Tim Penggerak PKK Kota Depok Bunda Elly Farida berdasarkan hasil Swab PCR terkonfirmasi positif Covid 19 ujar Dadang dalam keterangannya Kamis 27 8 Dadang menyebut kasus positif istri Wali Kota diduga karena kontak erat dengan kasus positif pejabat pemerintah di Kecamatan Sukmajaya Kendati demikian menurut dia Elly saat ini dalam kondisi stabil dan tengah menjalani perawatan di rumah sakit Sementara hasil tes terhadap keluarga termasuk di antaranya suami Elly yakni Wali Kota Depok Mohammad Idris dinyatakan negatif Selanjutnya untuk Wali Kota Depok dan anggota keluarga yang lain sudah dilakukan SWAB PCR dengan hasil Negatif Covid 19 ujar Dadang Tiga ASN Depok yang dinyatakan positif merupakan pejabat di Dinas Perlindungan Anak Pemberdayaan Masyarakat dan Keluarga serta 1 kasus konfirmasi positif pada ASN pemerintah di Kecamatan Sukmajaya Kota Depok Terkait kasus positif di Dinas Perlindungan Anak dan Kecamatan Sukmajaya Dadang mengatakan pihaknya telah melakukan penutupan sementara dua kantor tersebut mulai 26 Agustus lalu hingga 1 September untuk kemudian dilakukan penyemprotan desinfektan Sebagai tindak lanjut seluruh pegawai di dua kantor telah bekerja dari rumah menjalani isolasi mandiri dan melakukan tes swab Per hari ini Kamis 27 8 pihaknya mulai melakukan pelacakan Dadang meminta warga yang merasa melakukan kontak erat dan belum dihubungi oleh Tim Tracing atau Puskesmas agar dapat melapor diri ke Puskesmas atau mengisi form dilakukan Rapid Test atau Swab PCR,0,0,0.016,,,,
